PortID	OriginPort	DestinationPort	EarlistTime	Deadline
1	A	B	1	180
2	A	C	1	180
3	A	D	1	180
4	A	E	1	180
5	A	F	1	180
6	A	G	1	180
7	A	H	1	180
8	A	I	1	180
9	A	J	1	180
10	B	A	1	180
11	B	C	1	180
12	B	D	1	180
13	B	E	1	180
14	B	F	1	180
15	B	G	1	180
16	B	H	1	180
17	B	I	1	180
18	B	J	1	180
19	C	A	1	180
20	C	B	1	180
21	C	D	1	180
22	C	E	1	180
23	C	F	1	180
24	C	G	1	180
25	C	H	1	180
26	C	I	1	180
27	C	J	1	180
28	D	A	1	180
29	D	B	1	180
30	D	C	1	180
32	D	E	1	180
33	D	F	1	180
34	D	G	1	180
35	D	H	1	180
36	D	I	1	180
37	D	J	1	180
38	E	A	1	180
39	E	B	1	180
40	E	C	1	180
41	E	D	1	180
42	E	F	1	180
43	E	G	1	180
44	E	H	1	180
45	E	I	1	180
46	E	J	1	180
47	F	A	1	180
48	F	B	1	180
49	F	C	1	180
50	F	D	1	180
51	F	E	1	180
52	F	G	1	180
53	F	H	1	180
54	F	I	1	180
55	F	J	1	180
56	G	A	1	180
57	G	B	1	180
58	G	C	1	180
59	G	D	1	180
60	G	E	1	180
61	G	F	1	180
62	G	H	1	180
63	G	I	1	180
64	G	J	1	180
65	H	A	1	180
66	H	B	1	180
67	H	C	1	180
68	H	D	1	180
69	H	E	1	180
70	H	F	1	180
71	H	G	1	180
72	H	I	1	180
73	H	J	1	180
74	I	A	1	180
75	I	B	1	180
76	I	C	1	180
77	I	D	1	180
78	I	E	1	180
79	I	F	1	180
80	I	G	1	180
81	I	H	1	180
83	I	J	1	180
84	J	A	1	180
85	J	B	1	180
86	J	C	1	180
87	J	D	1	180
88	J	E	1	180
89	J	F	1	180
90	J	G	1	180
91	J	H	1	180
92	J	I	1	180
