TravelingArc_ID	Route	Origin_node_ID	Origin_Call	Origin_Port	Round_Trip	OriginTime	TravelingTime	Destination_node_ID	Destination_Call	Destination_Port	DestinationTime
1	1	1	1	D5	1	4	1	2	2	D1	5
2	1	2	2	D1	1	5	1	3	3	D3	6
3	1	3	3	D3	1	6	10	4	4	B6	16
4	1	4	4	B6	1	16	6	5	5	B7	22
5	1	5	5	B7	1	22	10	6	6	D5	32
6	1	6	6	D5	1	32	1	25	2	D1	33
7	1	7	1	D5	2	11	1	8	2	D1	12
8	1	8	2	D1	2	12	1	9	3	D3	13
9	1	9	3	D3	2	13	10	10	4	B6	23
10	1	10	4	B6	2	23	6	11	5	B7	29
11	1	11	5	B7	2	29	10	12	6	D5	39
12	1	12	6	D5	2	39	1	30	2	D1	40
13	1	13	1	D5	3	18	1	14	2	D1	19
14	1	14	2	D1	3	19	1	15	3	D3	20
15	1	15	3	D3	3	20	10	16	4	B6	30
16	1	16	4	B6	3	30	6	17	5	B7	36
17	1	17	5	B7	3	36	10	18	6	D5	46
18	1	18	6	D5	3	46	1	35	2	D1	47
19	1	19	1	D5	4	25	1	20	2	D1	26
20	1	20	2	D1	4	26	1	21	3	D3	27
21	1	21	3	D3	4	27	10	22	4	B6	37
22	1	22	4	B6	4	37	6	23	5	B7	43
23	1	23	5	B7	4	43	10	24	6	D5	53
24	1	24	6	D5	4	53	1	40	2	D1	54
25	1	25	2	D1	5	33	1	26	3	D3	34
26	1	26	3	D3	5	34	10	27	4	B6	44
27	1	27	4	B6	5	44	6	28	5	B7	50
28	1	28	5	B7	5	50	10	29	6	D5	60
29	1	29	6	D5	5	60	1	45	2	D1	61
30	1	30	2	D1	6	40	1	31	3	D3	41
31	1	31	3	D3	6	41	10	32	4	B6	51
32	1	32	4	B6	6	51	6	33	5	B7	57
33	1	33	5	B7	6	57	10	34	6	D5	67
34	1	34	6	D5	6	67	1	50	2	D1	68
35	1	35	2	D1	7	47	1	36	3	D3	48
36	1	36	3	D3	7	48	10	37	4	B6	58
37	1	37	4	B6	7	58	6	38	5	B7	64
38	1	38	5	B7	7	64	10	39	6	D5	74
39	1	39	6	D5	7	74	1	55	2	D1	75
40	1	40	2	D1	8	54	1	41	3	D3	55
41	1	41	3	D3	8	55	10	42	4	B6	65
42	1	42	4	B6	8	65	6	43	5	B7	71
43	1	43	5	B7	8	71	10	44	6	D5	81
44	1	44	6	D5	8	81	1	60	2	D1	82
45	1	45	2	D1	9	61	1	46	3	D3	62
46	1	46	3	D3	9	62	10	47	4	B6	72
47	1	47	4	B6	9	72	6	48	5	B7	78
48	1	48	5	B7	9	78	10	49	6	D5	88
49	1	49	6	D5	9	88	1	65	2	D1	89
50	1	50	2	D1	10	68	1	51	3	D3	69
51	1	51	3	D3	10	69	10	52	4	B6	79
52	1	52	4	B6	10	79	6	53	5	B7	85
53	1	53	5	B7	10	85	10	54	6	D5	95
54	1	54	6	D5	10	95	1	70	2	D1	96
55	1	55	2	D1	11	75	1	56	3	D3	76
56	1	56	3	D3	11	76	10	57	4	B6	86
57	1	57	4	B6	11	86	6	58	5	B7	92
58	1	58	5	B7	11	92	10	59	6	D5	102
59	1	59	6	D5	11	102	1	75	2	D1	103
60	1	60	2	D1	12	82	1	61	3	D3	83
61	1	61	3	D3	12	83	10	62	4	B6	93
62	1	62	4	B6	12	93	6	63	5	B7	99
63	1	63	5	B7	12	99	10	64	6	D5	109
64	1	64	6	D5	12	109	1	80	2	D1	110
65	1	65	2	D1	13	89	1	66	3	D3	90
66	1	66	3	D3	13	90	10	67	4	B6	100
67	1	67	4	B6	13	100	6	68	5	B7	106
68	1	68	5	B7	13	106	10	69	6	D5	116
69	1	69	6	D5	13	116	1	85	2	D1	117
70	1	70	2	D1	14	96	1	71	3	D3	97
71	1	71	3	D3	14	97	10	72	4	B6	107
72	1	72	4	B6	14	107	6	73	5	B7	113
73	1	73	5	B7	14	113	10	74	6	D5	123
74	1	74	6	D5	14	123	1	90	2	D1	124
75	1	75	2	D1	15	103	1	76	3	D3	104
76	1	76	3	D3	15	104	10	77	4	B6	114
77	1	77	4	B6	15	114	6	78	5	B7	120
78	1	78	5	B7	15	120	10	79	6	D5	130
79	1	79	6	D5	15	130	1	95	2	D1	131
80	1	80	2	D1	16	110	1	81	3	D3	111
81	1	81	3	D3	16	111	10	82	4	B6	121
82	1	82	4	B6	16	121	6	83	5	B7	127
83	1	83	5	B7	16	127	10	84	6	D5	137
84	1	84	6	D5	16	137	1	100	2	D1	138
85	1	85	2	D1	17	117	1	86	3	D3	118
86	1	86	3	D3	17	118	10	87	4	B6	128
87	1	87	4	B6	17	128	6	88	5	B7	134
88	1	88	5	B7	17	134	10	89	6	D5	144
89	1	89	6	D5	17	144	1	105	2	D1	145
90	1	90	2	D1	18	124	1	91	3	D3	125
91	1	91	3	D3	18	125	10	92	4	B6	135
92	1	92	4	B6	18	135	6	93	5	B7	141
93	1	93	5	B7	18	141	10	94	6	D5	151
94	1	94	6	D5	18	151	1	110	2	D1	152
95	1	95	2	D1	19	131	1	96	3	D3	132
96	1	96	3	D3	19	132	10	97	4	B6	142
97	1	97	4	B6	19	142	6	98	5	B7	148
98	1	98	5	B7	19	148	10	99	6	D5	158
99	1	100	2	D1	20	138	1	101	3	D3	139
100	1	101	3	D3	20	139	10	102	4	B6	149
101	1	102	4	B6	20	149	6	103	5	B7	155
102	1	103	5	B7	20	155	10	104	6	D5	165
103	1	105	2	D1	21	145	1	106	3	D3	146
104	1	106	3	D3	21	146	10	107	4	B6	156
105	1	107	4	B6	21	156	6	108	5	B7	162
106	1	108	5	B7	21	162	10	109	6	D5	172
107	1	110	2	D1	22	152	1	111	3	D3	153
108	1	111	3	D3	22	153	10	112	4	B6	163
109	1	112	4	B6	22	163	6	113	5	B7	169
110	1	113	5	B7	22	169	10	114	6	D5	179
111	2	115	1	E1	1	3	1	116	2	E2	4
112	2	116	2	E2	1	4	1	117	3	E3	5
113	2	117	3	E3	1	5	6	118	4	D1	11
114	2	118	4	D1	1	11	2	119	5	D2	13
115	2	119	5	D2	1	13	2	120	6	D3	15
116	2	120	6	D3	1	15	10	121	7	D4	25
117	2	121	7	D4	1	25	6	122	8	E1	31
118	2	122	8	E1	1	31	1	147	2	E2	32
119	2	123	1	E1	2	10	1	124	2	E2	11
120	2	124	2	E2	2	11	1	125	3	E3	12
121	2	125	3	E3	2	12	6	126	4	D1	18
122	2	126	4	D1	2	18	2	127	5	D2	20
123	2	127	5	D2	2	20	2	128	6	D3	22
124	2	128	6	D3	2	22	10	129	7	D4	32
125	2	129	7	D4	2	32	6	130	8	E1	38
126	2	130	8	E1	2	38	1	154	2	E2	39
127	2	131	1	E1	3	17	1	132	2	E2	18
128	2	132	2	E2	3	18	1	133	3	E3	19
129	2	133	3	E3	3	19	6	134	4	D1	25
130	2	134	4	D1	3	25	2	135	5	D2	27
131	2	135	5	D2	3	27	2	136	6	D3	29
132	2	136	6	D3	3	29	10	137	7	D4	39
133	2	137	7	D4	3	39	6	138	8	E1	45
134	2	138	8	E1	3	45	1	161	2	E2	46
135	2	139	1	E1	4	24	1	140	2	E2	25
136	2	140	2	E2	4	25	1	141	3	E3	26
137	2	141	3	E3	4	26	6	142	4	D1	32
138	2	142	4	D1	4	32	2	143	5	D2	34
139	2	143	5	D2	4	34	2	144	6	D3	36
140	2	144	6	D3	4	36	10	145	7	D4	46
141	2	145	7	D4	4	46	6	146	8	E1	52
142	2	146	8	E1	4	52	1	168	2	E2	53
143	2	147	2	E2	5	32	1	148	3	E3	33
144	2	148	3	E3	5	33	6	149	4	D1	39
145	2	149	4	D1	5	39	2	150	5	D2	41
146	2	150	5	D2	5	41	2	151	6	D3	43
147	2	151	6	D3	5	43	10	152	7	D4	53
148	2	152	7	D4	5	53	6	153	8	E1	59
149	2	153	8	E1	5	59	1	175	2	E2	60
150	2	154	2	E2	6	39	1	155	3	E3	40
151	2	155	3	E3	6	40	6	156	4	D1	46
152	2	156	4	D1	6	46	2	157	5	D2	48
153	2	157	5	D2	6	48	2	158	6	D3	50
154	2	158	6	D3	6	50	10	159	7	D4	60
155	2	159	7	D4	6	60	6	160	8	E1	66
156	2	160	8	E1	6	66	1	182	2	E2	67
157	2	161	2	E2	7	46	1	162	3	E3	47
158	2	162	3	E3	7	47	6	163	4	D1	53
159	2	163	4	D1	7	53	2	164	5	D2	55
160	2	164	5	D2	7	55	2	165	6	D3	57
161	2	165	6	D3	7	57	10	166	7	D4	67
162	2	166	7	D4	7	67	6	167	8	E1	73
163	2	167	8	E1	7	73	1	189	2	E2	74
164	2	168	2	E2	8	53	1	169	3	E3	54
165	2	169	3	E3	8	54	6	170	4	D1	60
166	2	170	4	D1	8	60	2	171	5	D2	62
167	2	171	5	D2	8	62	2	172	6	D3	64
168	2	172	6	D3	8	64	10	173	7	D4	74
169	2	173	7	D4	8	74	6	174	8	E1	80
170	2	174	8	E1	8	80	1	196	2	E2	81
171	2	175	2	E2	9	60	1	176	3	E3	61
172	2	176	3	E3	9	61	6	177	4	D1	67
173	2	177	4	D1	9	67	2	178	5	D2	69
174	2	178	5	D2	9	69	2	179	6	D3	71
175	2	179	6	D3	9	71	10	180	7	D4	81
176	2	180	7	D4	9	81	6	181	8	E1	87
177	2	181	8	E1	9	87	1	203	2	E2	88
178	2	182	2	E2	10	67	1	183	3	E3	68
179	2	183	3	E3	10	68	6	184	4	D1	74
180	2	184	4	D1	10	74	2	185	5	D2	76
181	2	185	5	D2	10	76	2	186	6	D3	78
182	2	186	6	D3	10	78	10	187	7	D4	88
183	2	187	7	D4	10	88	6	188	8	E1	94
184	2	188	8	E1	10	94	1	210	2	E2	95
185	2	189	2	E2	11	74	1	190	3	E3	75
186	2	190	3	E3	11	75	6	191	4	D1	81
187	2	191	4	D1	11	81	2	192	5	D2	83
188	2	192	5	D2	11	83	2	193	6	D3	85
189	2	193	6	D3	11	85	10	194	7	D4	95
190	2	194	7	D4	11	95	6	195	8	E1	101
191	2	195	8	E1	11	101	1	217	2	E2	102
192	2	196	2	E2	12	81	1	197	3	E3	82
193	2	197	3	E3	12	82	6	198	4	D1	88
194	2	198	4	D1	12	88	2	199	5	D2	90
195	2	199	5	D2	12	90	2	200	6	D3	92
196	2	200	6	D3	12	92	10	201	7	D4	102
197	2	201	7	D4	12	102	6	202	8	E1	108
198	2	202	8	E1	12	108	1	224	2	E2	109
199	2	203	2	E2	13	88	1	204	3	E3	89
200	2	204	3	E3	13	89	6	205	4	D1	95
201	2	205	4	D1	13	95	2	206	5	D2	97
202	2	206	5	D2	13	97	2	207	6	D3	99
203	2	207	6	D3	13	99	10	208	7	D4	109
204	2	208	7	D4	13	109	6	209	8	E1	115
205	2	209	8	E1	13	115	1	231	2	E2	116
206	2	210	2	E2	14	95	1	211	3	E3	96
207	2	211	3	E3	14	96	6	212	4	D1	102
208	2	212	4	D1	14	102	2	213	5	D2	104
209	2	213	5	D2	14	104	2	214	6	D3	106
210	2	214	6	D3	14	106	10	215	7	D4	116
211	2	215	7	D4	14	116	6	216	8	E1	122
212	2	216	8	E1	14	122	1	238	2	E2	123
213	2	217	2	E2	15	102	1	218	3	E3	103
214	2	218	3	E3	15	103	6	219	4	D1	109
215	2	219	4	D1	15	109	2	220	5	D2	111
216	2	220	5	D2	15	111	2	221	6	D3	113
217	2	221	6	D3	15	113	10	222	7	D4	123
218	2	222	7	D4	15	123	6	223	8	E1	129
219	2	223	8	E1	15	129	1	245	2	E2	130
220	2	224	2	E2	16	109	1	225	3	E3	110
221	2	225	3	E3	16	110	6	226	4	D1	116
222	2	226	4	D1	16	116	2	227	5	D2	118
223	2	227	5	D2	16	118	2	228	6	D3	120
224	2	228	6	D3	16	120	10	229	7	D4	130
225	2	229	7	D4	16	130	6	230	8	E1	136
226	2	230	8	E1	16	136	1	252	2	E2	137
227	2	231	2	E2	17	116	1	232	3	E3	117
228	2	232	3	E3	17	117	6	233	4	D1	123
229	2	233	4	D1	17	123	2	234	5	D2	125
230	2	234	5	D2	17	125	2	235	6	D3	127
231	2	235	6	D3	17	127	10	236	7	D4	137
232	2	236	7	D4	17	137	6	237	8	E1	143
233	2	237	8	E1	17	143	1	259	2	E2	144
234	2	238	2	E2	18	123	1	239	3	E3	124
235	2	239	3	E3	18	124	6	240	4	D1	130
236	2	240	4	D1	18	130	2	241	5	D2	132
237	2	241	5	D2	18	132	2	242	6	D3	134
238	2	242	6	D3	18	134	10	243	7	D4	144
239	2	243	7	D4	18	144	6	244	8	E1	150
240	2	244	8	E1	18	150	1	266	2	E2	151
241	2	245	2	E2	19	130	1	246	3	E3	131
242	2	246	3	E3	19	131	6	247	4	D1	137
243	2	247	4	D1	19	137	2	248	5	D2	139
244	2	248	5	D2	19	139	2	249	6	D3	141
245	2	249	6	D3	19	141	10	250	7	D4	151
246	2	250	7	D4	19	151	6	251	8	E1	157
247	2	252	2	E2	20	137	1	253	3	E3	138
248	2	253	3	E3	20	138	6	254	4	D1	144
249	2	254	4	D1	20	144	2	255	5	D2	146
250	2	255	5	D2	20	146	2	256	6	D3	148
251	2	256	6	D3	20	148	10	257	7	D4	158
252	2	257	7	D4	20	158	6	258	8	E1	164
253	2	259	2	E2	21	144	1	260	3	E3	145
254	2	260	3	E3	21	145	6	261	4	D1	151
255	2	261	4	D1	21	151	2	262	5	D2	153
256	2	262	5	D2	21	153	2	263	6	D3	155
257	2	263	6	D3	21	155	10	264	7	D4	165
258	2	264	7	D4	21	165	6	265	8	E1	171
259	2	266	2	E2	22	151	1	267	3	E3	152
260	2	267	3	E3	22	152	6	268	4	D1	158
261	2	268	4	D1	22	158	2	269	5	D2	160
262	2	269	5	D2	22	160	2	270	6	D3	162
263	2	270	6	D3	22	162	10	271	7	D4	172
264	2	271	7	D4	22	172	6	272	8	E1	178
265	3	273	1	A8	1	5	2	274	2	A2	7
266	3	274	2	A2	1	7	3	275	3	A1	10
267	3	275	3	A1	1	10	12	276	4	B2	22
268	3	276	4	B2	1	22	8	277	5	B3	30
269	3	277	5	B3	1	30	8	278	6	D1	38
270	3	278	6	D1	1	38	9	279	7	A8	47
271	3	279	7	A8	1	47	2	315	2	A2	49
272	3	280	1	A8	2	12	2	281	2	A2	14
273	3	281	2	A2	2	14	3	282	3	A1	17
274	3	282	3	A1	2	17	12	283	4	B2	29
275	3	283	4	B2	2	29	8	284	5	B3	37
276	3	284	5	B3	2	37	8	285	6	D1	45
277	3	285	6	D1	2	45	9	286	7	A8	54
278	3	286	7	A8	2	54	2	321	2	A2	56
279	3	287	1	A8	3	19	2	288	2	A2	21
280	3	288	2	A2	3	21	3	289	3	A1	24
281	3	289	3	A1	3	24	12	290	4	B2	36
282	3	290	4	B2	3	36	8	291	5	B3	44
283	3	291	5	B3	3	44	8	292	6	D1	52
284	3	292	6	D1	3	52	9	293	7	A8	61
285	3	293	7	A8	3	61	2	327	2	A2	63
286	3	294	1	A8	4	26	2	295	2	A2	28
287	3	295	2	A2	4	28	3	296	3	A1	31
288	3	296	3	A1	4	31	12	297	4	B2	43
289	3	297	4	B2	4	43	8	298	5	B3	51
290	3	298	5	B3	4	51	8	299	6	D1	59
291	3	299	6	D1	4	59	9	300	7	A8	68
292	3	300	7	A8	4	68	2	333	2	A2	70
293	3	301	1	A8	5	33	2	302	2	A2	35
294	3	302	2	A2	5	35	3	303	3	A1	38
295	3	303	3	A1	5	38	12	304	4	B2	50
296	3	304	4	B2	5	50	8	305	5	B3	58
297	3	305	5	B3	5	58	8	306	6	D1	66
298	3	306	6	D1	5	66	9	307	7	A8	75
299	3	307	7	A8	5	75	2	339	2	A2	77
300	3	308	1	A8	6	40	2	309	2	A2	42
301	3	309	2	A2	6	42	3	310	3	A1	45
302	3	310	3	A1	6	45	12	311	4	B2	57
303	3	311	4	B2	6	57	8	312	5	B3	65
304	3	312	5	B3	6	65	8	313	6	D1	73
305	3	313	6	D1	6	73	9	314	7	A8	82
306	3	314	7	A8	6	82	2	345	2	A2	84
307	3	315	2	A2	7	49	3	316	3	A1	52
308	3	316	3	A1	7	52	12	317	4	B2	64
309	3	317	4	B2	7	64	8	318	5	B3	72
310	3	318	5	B3	7	72	8	319	6	D1	80
311	3	319	6	D1	7	80	9	320	7	A8	89
312	3	320	7	A8	7	89	2	351	2	A2	91
313	3	321	2	A2	8	56	3	322	3	A1	59
314	3	322	3	A1	8	59	12	323	4	B2	71
315	3	323	4	B2	8	71	8	324	5	B3	79
316	3	324	5	B3	8	79	8	325	6	D1	87
317	3	325	6	D1	8	87	9	326	7	A8	96
318	3	326	7	A8	8	96	2	357	2	A2	98
319	3	327	2	A2	9	63	3	328	3	A1	66
320	3	328	3	A1	9	66	12	329	4	B2	78
321	3	329	4	B2	9	78	8	330	5	B3	86
322	3	330	5	B3	9	86	8	331	6	D1	94
323	3	331	6	D1	9	94	9	332	7	A8	103
324	3	332	7	A8	9	103	2	363	2	A2	105
325	3	333	2	A2	10	70	3	334	3	A1	73
326	3	334	3	A1	10	73	12	335	4	B2	85
327	3	335	4	B2	10	85	8	336	5	B3	93
328	3	336	5	B3	10	93	8	337	6	D1	101
329	3	337	6	D1	10	101	9	338	7	A8	110
330	3	338	7	A8	10	110	2	369	2	A2	112
331	3	339	2	A2	11	77	3	340	3	A1	80
332	3	340	3	A1	11	80	12	341	4	B2	92
333	3	341	4	B2	11	92	8	342	5	B3	100
334	3	342	5	B3	11	100	8	343	6	D1	108
335	3	343	6	D1	11	108	9	344	7	A8	117
336	3	344	7	A8	11	117	2	375	2	A2	119
337	3	345	2	A2	12	84	3	346	3	A1	87
338	3	346	3	A1	12	87	12	347	4	B2	99
339	3	347	4	B2	12	99	8	348	5	B3	107
340	3	348	5	B3	12	107	8	349	6	D1	115
341	3	349	6	D1	12	115	9	350	7	A8	124
342	3	350	7	A8	12	124	2	381	2	A2	126
343	3	351	2	A2	13	91	3	352	3	A1	94
344	3	352	3	A1	13	94	12	353	4	B2	106
345	3	353	4	B2	13	106	8	354	5	B3	114
346	3	354	5	B3	13	114	8	355	6	D1	122
347	3	355	6	D1	13	122	9	356	7	A8	131
348	3	356	7	A8	13	131	2	387	2	A2	133
349	3	357	2	A2	14	98	3	358	3	A1	101
350	3	358	3	A1	14	101	12	359	4	B2	113
351	3	359	4	B2	14	113	8	360	5	B3	121
352	3	360	5	B3	14	121	8	361	6	D1	129
353	3	361	6	D1	14	129	9	362	7	A8	138
354	3	362	7	A8	14	138	2	393	2	A2	140
355	3	363	2	A2	15	105	3	364	3	A1	108
356	3	364	3	A1	15	108	12	365	4	B2	120
357	3	365	4	B2	15	120	8	366	5	B3	128
358	3	366	5	B3	15	128	8	367	6	D1	136
359	3	367	6	D1	15	136	9	368	7	A8	145
360	3	369	2	A2	16	112	3	370	3	A1	115
361	3	370	3	A1	16	115	12	371	4	B2	127
362	3	371	4	B2	16	127	8	372	5	B3	135
363	3	372	5	B3	16	135	8	373	6	D1	143
364	3	373	6	D1	16	143	9	374	7	A8	152
365	3	375	2	A2	17	119	3	376	3	A1	122
366	3	376	3	A1	17	122	12	377	4	B2	134
367	3	377	4	B2	17	134	8	378	5	B3	142
368	3	378	5	B3	17	142	8	379	6	D1	150
369	3	379	6	D1	17	150	9	380	7	A8	159
370	3	381	2	A2	18	126	3	382	3	A1	129
371	3	382	3	A1	18	129	12	383	4	B2	141
372	3	383	4	B2	18	141	8	384	5	B3	149
373	3	384	5	B3	18	149	8	385	6	D1	157
374	3	385	6	D1	18	157	9	386	7	A8	166
375	3	387	2	A2	19	133	3	388	3	A1	136
376	3	388	3	A1	19	136	12	389	4	B2	148
377	3	389	4	B2	19	148	8	390	5	B3	156
378	3	390	5	B3	19	156	8	391	6	D1	164
379	3	391	6	D1	19	164	9	392	7	A8	173
380	3	393	2	A2	20	140	3	394	3	A1	143
381	3	394	3	A1	20	143	12	395	4	B2	155
382	3	395	4	B2	20	155	8	396	5	B3	163
383	3	396	5	B3	20	163	8	397	6	D1	171
384	4	398	1	A8	1	1	3	399	2	A11	4
385	4	399	2	A11	1	4	4	400	3	A8	8
386	4	400	3	A8	1	8	3	401	2	A11	11
387	4	401	2	A11	2	11	4	402	3	A8	15
388	4	402	3	A8	2	15	3	403	2	A11	18
389	4	403	2	A11	3	18	4	404	3	A8	22
390	4	404	3	A8	3	22	3	405	2	A11	25
391	4	405	2	A11	4	25	4	406	3	A8	29
392	4	406	3	A8	4	29	3	407	2	A11	32
393	4	407	2	A11	5	32	4	408	3	A8	36
394	4	408	3	A8	5	36	3	409	2	A11	39
395	4	409	2	A11	6	39	4	410	3	A8	43
396	4	410	3	A8	6	43	3	411	2	A11	46
