Path ID	OriginPort	OriginTime	DestinationPort	DestinationTime	PathTime	TransshipPort	TransshipTime	PortPath_length	PortPath	Arcs_length	ArcsID
-1	A	2	B	3	1	0	0	2	A,B	1	1
-1	A	9	B	10	1	0	0	2	A,B	1	9
-1	A	16	B	17	1	0	0	2	A,B	1	17
-1	A	23	B	24	1	0	0	2	A,B	1	8
-1	A	30	B	31	1	0	0	2	A,B	1	16
-1	A	37	B	38	1	0	0	2	A,B	1	24
-1	A	44	B	45	1	0	0	2	A,B	1	31
-1	A	51	B	52	1	0	0	2	A,B	1	38
-1	A	58	B	59	1	0	0	2	A,B	1	45
-1	A	65	B	66	1	0	0	2	A,B	1	52
-1	A	72	B	73	1	0	0	2	A,B	1	59
-1	A	79	B	80	1	0	0	2	A,B	1	66
-1	A	86	B	87	1	0	0	2	A,B	1	73
-1	A	93	B	94	1	0	0	2	A,B	1	80
-1	A	100	B	101	1	0	0	2	A,B	1	87
-1	A	107	B	108	1	0	0	2	A,B	1	94
-1	A	114	B	115	1	0	0	2	A,B	1	101
-1	A	121	B	122	1	0	0	2	A,B	1	108
-1	A	128	B	129	1	0	0	2	A,B	1	115
-1	A	135	B	136	1	0	0	2	A,B	1	122
-1	A	142	B	143	1	0	0	2	A,B	1	129
-1	A	149	B	150	1	0	0	2	A,B	1	136
-1	A	156	B	157	1	0	0	2	A,B	1	143
-1	A	2	C	4	2	0	0	3	A,B,C	2	1,2
-1	A	9	C	11	2	0	0	3	A,B,C	2	9,10
-1	A	16	C	18	2	0	0	3	A,B,C	2	17,18
-1	A	23	C	25	2	0	0	3	A,B,C	2	8,25
-1	A	30	C	32	2	0	0	3	A,B,C	2	16,32
-1	A	37	C	39	2	0	0	3	A,B,C	2	24,39
-1	A	44	C	46	2	0	0	3	A,B,C	2	31,46
-1	A	51	C	53	2	0	0	3	A,B,C	2	38,53
-1	A	58	C	60	2	0	0	3	A,B,C	2	45,60
-1	A	65	C	67	2	0	0	3	A,B,C	2	52,67
-1	A	72	C	74	2	0	0	3	A,B,C	2	59,74
-1	A	79	C	81	2	0	0	3	A,B,C	2	66,81
-1	A	86	C	88	2	0	0	3	A,B,C	2	73,88
-1	A	93	C	95	2	0	0	3	A,B,C	2	80,95
-1	A	100	C	102	2	0	0	3	A,B,C	2	87,102
