ID	Route	Call	Port	Round_trip	Time
1	1	1	A	1	2
2	1	2	B	1	3
3	1	3	C	1	4
4	1	4	D	1	10
5	1	5	E	1	12
6	1	6	F	1	14
7	1	7	G	1	17
8	1	8	A	1	23
9	1	1	A	2	9
10	1	2	B	2	10
11	1	3	C	2	11
12	1	4	D	2	17
13	1	5	E	2	19
14	1	6	F	2	21
15	1	7	G	2	24
16	1	8	A	2	30
17	1	1	A	3	16
18	1	2	B	3	17
19	1	3	C	3	18
20	1	4	D	3	24
21	1	5	E	3	26
22	1	6	F	3	28
23	1	7	G	3	31
24	1	8	A	3	37
25	1	2	B	4	24
26	1	3	C	4	25
27	1	4	D	4	31
28	1	5	E	4	33
29	1	6	F	4	35
30	1	7	G	4	38
31	1	8	A	4	44
32	1	2	B	5	31
33	1	3	C	5	32
34	1	4	D	5	38
35	1	5	E	5	40
36	1	6	F	5	42
37	1	7	G	5	45
38	1	8	A	5	51
39	1	2	B	6	38
40	1	3	C	6	39
41	1	4	D	6	45
42	1	5	E	6	47
43	1	6	F	6	49
44	1	7	G	6	52
45	1	8	A	6	58
46	1	2	B	7	45
47	1	3	C	7	46
48	1	4	D	7	52
49	1	5	E	7	54
50	1	6	F	7	56
51	1	7	G	7	59
52	1	8	A	7	65
53	1	2	B	8	52
54	1	3	C	8	53
55	1	4	D	8	59
56	1	5	E	8	61
57	1	6	F	8	63
58	1	7	G	8	66
59	1	8	A	8	72
60	1	2	B	9	59
61	1	3	C	9	60
62	1	4	D	9	66
63	1	5	E	9	68
64	1	6	F	9	70
65	1	7	G	9	73
66	1	8	A	9	79
67	1	2	B	10	66
68	1	3	C	10	67
69	1	4	D	10	73
70	1	5	E	10	75
71	1	6	F	10	77
72	1	7	G	10	80
73	1	8	A	10	86
74	1	2	B	11	73
75	1	3	C	11	74
76	1	4	D	11	80
77	1	5	E	11	82
78	1	6	F	11	84
79	1	7	G	11	87
80	1	8	A	11	93
81	1	2	B	12	80
82	1	3	C	12	81
83	1	4	D	12	87
84	1	5	E	12	89
85	1	6	F	12	91
86	1	7	G	12	94
87	1	8	A	12	100
88	1	2	B	13	87
89	1	3	C	13	88
90	1	4	D	13	94
91	1	5	E	13	96
92	1	6	F	13	98
93	1	7	G	13	101
94	1	8	A	13	107
95	1	2	B	14	94
96	1	3	C	14	95
